cost_center_id,gl_account_id,base_cost,budget
13,7,1819.9189621975138,2213.787080160428
13,8,4675.792129143021,5687.730289107914
13,9,2267.314223940785,2758.007933256169
13,10,6528.606265930594,7941.531740248445
13,11,10186.330746552963,12390.863477641216
13,12,34546.75419023132,42023.3865773151
13,13,7377.152238416776,8973.720617792655
13,14,4854.915189670737,5905.619286031292
13,15,13008.111174988671,15823.335574078754
14,1,22229.30660731709,15699.358681797179
14,2,14064.643789680696,9933.098296157697
14,3,106910.01753276588,75504.77131714228
14,4,4255.673691914969,3005.552485387431
14,5,30569.511067945077,21589.594649113595
14,6,4118.609912244487,2908.7517404365553
14,7,1918.4027567190542,1354.8642567180777
14,8,2912.184130956237,2056.7183685464383
14,9,2179.297276514856,1539.1199654877482
14,10,5504.39281658602,3887.4553615022296
14,11,12619.539495546189,8912.499181349718
14,12,15092.087624187621,10658.726385610375
14,13,4751.890509816065,3356.0036238680646
14,14,3765.456728424226,2659.3387200327634
14,15,13966.203835729004,9863.575473291125
15,1,24237.877788451515,23377.075132299924
15,2,8414.581726933182,8115.739791836047
15,3,72602.5489918215,70024.08615934888
15,4,3835.4639206145616,3699.2483014396976
15,5,33042.748939325946,31869.243308933084
15,6,4333.854278543263,4179.938440411532
15,7,2013.765823446398,1942.247393292588
15,8,5056.8508283118435,4877.257933968295
15,9,2376.839272091483,2292.4263718978614
15,10,6559.588170375328,6326.625904883174
15,11,8254.948771830354,7961.776164426063
15,12,16253.50530116216,15676.265797888464
15,13,6578.54340503599,6344.907948743623
15,14,5791.5316158221585,5585.846702250188
15,15,13422.32448086046,12945.633713389132
16,1,39876.632188377574,29504.924439114475
16,2,10033.818586265512,7424.073773959078
16,3,84227.2837212263,62320.198711037345
16,4,3456.7198539197548,2557.644728253035
16,5,30157.14003123243,22313.422400316023
16,6,4190.709138786151,3100.727160259784
16,7,2056.0680945703552,1521.2953161489286
16,8,4252.962399736013,3146.7886669521545
16,9,2242.5576904589975,1659.2799235095044
16,10,6856.705205465899,5073.311307556169
16,11,9028.140800446066,6679.967628271404
16,12,22050.438957311635,16315.232746119631
16,13,7554.904475085689,5589.91252393424
16,14,6005.265827544676,4443.326950016209
16,15,12546.108495070404,9282.929947626688
17,1,28739.124415293183,33091.47556190204
17,2,13647.713640347292,15714.570001480763
17,3,62482.74168184444,71945.34146298209
17,4,2747.0823034230434,3163.109828839573
17,5,32428.73997798424,37339.859105578595
17,6,4191.98571637494,4826.834349046699
17,7,2328.382446770051,2681.0006360197876
17,8,4313.871972181937,4967.179475679111
17,9,2969.0411153504374,3418.6828412426803
17,10,7315.264511635512,8423.1131511724
17,11,8256.969093834554,9507.43269125512
17,12,21626.8618836349,24902.10770381378
17,13,7701.820838796529,8868.210888622621
17,14,9018.581447792267,10384.386221030123
17,15,11703.560744812878,13475.98795209365
18,1,38341.59921080462,36601.784243079775
18,2,12475.524200968355,11909.426172147956
18,3,104542.95535939594,99799.14179271476
18,4,2881.90504971671,2751.1337296814722
18,5,31313.02589631847,29892.144340501192
18,6,4750.006776288663,4534.467178142411
18,7,2355.545866463151,2248.658985373431
18,8,4359.897166040604,4162.059451825465
18,9,2148.702405858315,2051.201396932083
18,10,6273.9526930098,5989.261469201377
18,11,8785.420621598432,8386.767289191052
18,12,31764.748067592434,30323.368853591557
18,13,7203.355570786382,6876.4911181329135
18,14,6852.320493902599,6541.384852084615
18,15,20645.999358068355,19709.152188253836
19,1,34841.148679855614,33883.04395166061
19,2,16483.10649392967,16029.833772863885
19,3,106731.78873385956,103796.7468276854
19,4,5583.596660369001,5430.052056837419
19,5,53629.88243471667,52155.10201328491
19,6,4627.788181098318,4500.527573873884
19,7,3057.5497282557694,2973.4694679219033
19,8,5790.467284071849,5631.233897873667
19,9,3304.18643440522,3213.3238547948126
19,10,10530.910642398921,10241.31871845311
19,11,10291.542815355371,10008.533322114572
19,12,34634.12630698877,33681.71453444539
19,13,12351.870403634768,12012.203490109132
19,14,8320.821243489283,8092.0050741629875
19,15,20508.757230725427,19944.78221794055
20,1,30376.506222713473,32468.4875786119
20,2,15969.358641305038,17069.142806683663
20,3,118737.36498329212,126914.61723120931
20,4,4637.402418844819,4956.772899732039
20,5,34762.141591267704,37156.154634336395
20,6,5340.089195930389,5707.852590272554
20,7,2388.5016845060404,2552.9939719298795
20,8,7189.687712284244,7684.82999555263
20,9,5548.109359586669,5930.198769594667
20,10,12189.063447996614,13028.504735026698
20,11,11050.297679764873,11811.313991308643
20,12,23138.899204840054,24732.438151604892
20,13,12216.613013518318,13057.951595023676
20,14,7447.174828638967,7960.049837417285
20,15,17931.992302433453,19166.939906208736
21,1,28856.195224246123,21948.53224981641
21,2,16047.693159434968,12206.159131785487
21,3,100697.36042819312,76592.19261770588
21,4,4403.16253985336,3349.1232733950924
21,5,46775.03042421532,35577.91509843291
21,6,4849.780304798073,3688.828641377682
21,7,2411.788163928825,1834.448716622178
21,8,5777.1506906293025,4394.202952258377
21,9,3136.8786254958914,2385.965340905579
21,10,6589.066192226426,5011.760237009382
21,11,11831.560426282362,8999.294035954956
21,12,33257.47195284442,25296.221141830756
21,13,7416.47568318051,5641.102523990819
21,14,8242.18371275628,6269.150649366974
21,15,19618.960795992454,14922.528434272263
22,1,30274.4114337787,36828.983350613526
22,2,19876.66783736358,24180.07268115433
22,3,117758.89034697422,143254.31962441036
22,4,2821.8061643082156,3432.742283736434
22,5,38503.50371020659,46839.71809609814
22,6,5398.475966469951,6567.2748724678795
22,7,2600.3497395836266,3163.339359193755
22,8,6407.645390569851,7794.934871719084
22,9,3995.845474483168,4860.967380761954
22,10,6698.625864671317,8148.914173991483
22,11,12829.736947410489,15607.443581933123
22,12,26727.409294649813,32514.036286743773
22,13,11500.890180035203,13990.894385651272
22,14,7932.174336546967,9649.53248435091
22,15,25061.581224515183,30487.547534215268
23,1,48215.545621204896,54527.723427063975
23,2,13746.808207805345,15546.482909247456
23,3,75988.76868102555,85936.9008235348
23,4,4333.699398375604,4901.04921900401
23,5,45502.54949069128,51459.5531770465
23,6,5496.119216338583,6215.64818337096
23,7,2651.262419552695,2998.3546195183576
23,8,5805.369843722758,6565.384610956551
23,9,2749.8759694548216,3109.8782434024206
23,10,9404.966429223367,10636.22534363633
23,11,10911.0337277823,12339.460681125698
23,12,34838.611911757,39399.537440298904
23,13,13568.644423065149,15344.994666112032
23,14,8092.151449711526,9151.542111466377
23,15,11406.965628205837,12900.317914131061
24,1,26727.960039859176,33421.71371257533
24,2,15355.557246239248,19201.20493354246
24,3,80537.44069069762,100707.24746272828
24,4,3942.5113278039275,4929.8743604056335
24,5,41833.30264017075,52310.04021280611
24,6,3641.407127293213,4553.361586063129
24,7,2079.6133391045832,2600.431965206291
24,8,7032.42280673863,8793.62365859936
24,9,3032.5601357995815,3792.0348774734316
24,10,6929.670247130245,8665.137735044234
24,11,9266.808879730523,11587.589660626274
24,12,23815.08869827823,29779.342505992343
24,13,9314.912809866351,11647.740745073117
24,14,5676.217340313793,7097.7699246561315
24,15,13343.695417323474,16685.49217525462
25,1,41390.27302904388,59695.66010581244
25,2,9954.411113264812,14356.87901729952
25,3,183706.82880089173,264953.565382848
25,4,3203.385515811391,4620.124462710674
25,5,57570.407997478374,83031.67040137314
25,6,4876.540752789424,7033.254384825807
25,7,2774.6488066312672,4001.7733624861867
25,8,5602.44012282939,8080.192201218611
25,9,2966.1228129575666,4277.929240770254
25,10,10593.1315073901,15278.081820760093
25,11,14367.138679047828,20721.192795120885
25,12,26413.475751226957,38095.179259917706
25,13,9347.604063597315,13481.703650339672
25,14,6416.216761178704,9253.872151840418
25,15,16629.11351109148,23983.555443630798
26,1,26295.61276407038,23392.45514743139
26,2,13369.09907879318,11893.088530325102
26,3,83483.30826612197,74266.3638111833
26,4,3276.018732160135,2914.33106890408
26,5,41665.517851239594,37065.45142242784
26,6,6051.877208477318,5383.72189411395
26,7,2133.4970860406697,1897.949111898032
26,8,4018.976990221888,3575.2632891971307
26,9,2609.530334768629,2321.426081971542
26,10,6590.135327890628,5862.55382053024
26,11,12521.268376782557,11138.862270327165
26,12,30086.097505562608,26764.452791978943
26,13,8747.989779194384,7782.171131589042
26,14,5724.349961867346,5092.355174706134
26,15,24109.538033852677,21447.733207145444
27,1,33734.43456129362,43421.31088255949
27,2,10137.694401482477,13048.74339717622
27,3,77091.34949583095,99228.20691517639
27,4,3373.309300057627,4341.958409135242
27,5,23367.071995313705,30076.949879807256
27,6,3447.249667746009,4437.130826693761
27,7,1953.5314742276792,2514.4899733589014
27,8,5942.086897559463,7648.363039887832
27,9,2053.5546312076667,2643.2348790069227
27,10,8561.771379646569,11020.292517592381
27,11,9298.31719478812,11968.338193603353
27,12,27956.203553980846,35983.85511421381
27,13,9047.539977532757,11645.550049847054
27,14,6559.582397269768,8443.172984390854
27,15,16930.320363979703,21791.878637538364
28,1,26460.77137541382,23216.031429659077
28,2,8228.573291785335,7219.548268379005
28,3,121291.83539682218,106418.479748103
28,4,2829.5361025337565,2482.565536574476
28,5,27627.56139154384,24239.74435555874
28,6,2969.260598356212,2605.1563802231776
28,7,2065.804205456303,1812.4859128618425
28,8,3930.579580138437,3448.5940630611353
28,9,2288.7312312153213,2008.0766143993878
28,10,5749.217514431264,5044.222355324109
28,11,7371.700976430367,6467.749527433397
28,12,22968.92718386159,20152.37302951611
28,13,4951.922217425322,4344.695028195315
28,14,6612.158116082318,5801.3452617437815
28,15,16322.112404458956,14320.620861886013
29,1,23744.372095949067,18800.81398580883
29,2,8808.74328878006,6974.770415148192
29,3,150179.34792280776,118912.135195543
29,4,2641.072751851131,2091.203647327136
29,5,22149.23750303137,17537.785060782382
29,6,3644.518313736783,2885.732695206913
29,7,1174.689331278428,930.1200098800567
29,8,5248.818555361014,4156.018988661317
29,9,1771.1515121507898,1402.3992711229475
29,10,5896.814927842988,4669.103066575973
29,11,9373.788061080848,7422.173345609057
29,12,14990.294738255587,11869.328101309278
29,13,7233.972193431799,5727.865324786918
29,14,4470.351793282266,3539.6283454876284
29,15,11145.380930931922,8824.922084133827
30,1,34715.82227121003,26848.628617265716
30,2,14030.38749778402,10850.86391851727
30,3,94933.66808283736,73420.09005918418
30,4,3918.0602905865553,3030.1614295696195
30,5,36061.4160270323,27889.288024309182
30,6,5919.872731048723,4578.329246408652
30,7,1928.9894529042274,1491.847752389216
30,8,6478.149456409693,5010.091004715334
30,9,3427.151110173764,2650.500588851474
30,10,10939.555287317664,8460.466667120085
30,11,12459.724062972362,9636.139435987901
30,12,33408.29657708242,25837.41040399938
30,13,9248.786031756088,7152.854378250012
30,14,6429.876964716413,4972.757877711231
30,15,15987.786683944201,12364.683277148324
31,1,27633.533213488237,21040.26854667542
31,2,16213.920995046534,12345.335983450752
31,3,100331.67380220466,76392.88628880146
31,4,3423.0719189187585,2606.3388952911496
31,5,48704.16865602129,37083.52384576968
31,6,4510.295208887174,3434.1544994126543
31,7,1672.7904108611997,1273.6684518374802
31,8,5260.212617599546,4005.1442293626997
31,9,3354.521622769653,2554.1444607688463
31,10,6697.45049290961,5099.4621592615995
31,11,8084.273912434026,6155.394346730473
31,12,21954.568624840314,16716.285106371466
31,13,13023.944917286668,9916.477074421453
31,14,6708.430896922942,5107.822677165938
31,15,19686.527159429283,14989.390425963731
32,1,45919.233444022546,40954.309571354286
32,2,13805.861030427992,12313.130340655664
32,3,154180.56410448378,137510.10368930764
32,4,4948.717342792505,4413.647328954627
32,5,54527.64240003684,48631.95178921063
32,6,7826.783136345158,6980.528102771729
32,7,1881.1608594257427,1677.764161380301
32,8,7720.168612775498,6885.441058071887
32,9,3873.8162292552115,3454.967715627365
32,10,7952.916202176133,7093.02328698518
32,11,14205.54179015299,12669.596429826028
32,12,37734.47605455608,33654.51245467848
32,13,11589.182304223614,10336.125500540527
32,14,7997.103437840944,7132.4328675202105
32,15,24281.35317045192,21655.98116454447
33,1,35151.29800692272,41847.781561755364
33,2,16601.394193988705,19764.03596003232
33,3,186520.55574227282,222053.57742245062
33,4,5905.611115703519,7030.657129929143
33,5,38259.94583116325,45548.64105990601
33,6,6528.040937803391,7771.662689030485
33,7,2401.1505628069735,2858.580762208071
33,8,9750.047541582777,11607.476334345623
33,9,3116.3820255502023,3710.067100296605
33,10,8044.904260517362,9577.495434537392
33,11,13910.222368036822,16560.18355334722
33,12,24822.752556844374,29551.60081302689
33,13,15355.485857229794,18280.77636852624
33,14,9315.047091487344,11089.606302596758
33,15,24551.923884344098,29229.17803577355
34,1,30130.474111274274,30181.490836060766
34,2,14977.161800843116,15002.52103478197
34,3,108356.91066617887,108540.37988972163
34,4,2633.3922730833933,2637.8511159265104
34,5,35925.45728020373,35986.286033184
34,6,6508.520115800356,6519.540300158852
34,7,3194.68244490567,3200.0916606541537
34,8,9998.806689695988,10015.736604811087
34,9,3613.6400352091464,3619.758627252301
34,10,9633.229343626806,9649.540265533113
34,11,11026.239841563942,11044.909399877213
34,12,36081.201331766104,36142.293789571806
34,13,8821.104890828881,8836.040728840133
34,14,4907.991871804931,4916.302052044827
34,15,21189.55253321495,21225.430547146745
35,1,35237.99173050723,47892.64877534491
35,2,18263.049154700613,24821.669901684432
35,3,148532.00220081696,201872.77038106305
35,4,4959.418880510083,6740.443904709002
35,5,52342.05386475855,71139.11658463806
35,6,7261.783625937058,9869.63318850146
35,7,3070.001907901291,4172.500074329261
35,8,7908.989000050404,10749.262762881863
35,9,3666.5161820403346,4983.234376082552
35,10,7603.844629701994,10334.535037572306
35,11,16203.699701869658,22022.767489639627
35,12,33189.77562096788,45108.87790950279
35,13,14620.15696847941,19870.543363729794
35,14,7713.201984422366,10483.164772793265
35,15,27487.333080780936,37358.57591081316
36,1,43475.04963054252,57933.800502489896
36,2,21997.37928727931,29313.176040897364
36,3,168221.37406930956,224167.73778078586
36,4,4972.478471321162,6626.204644009541
36,5,37633.28811857234,50149.21028594778
36,6,9557.155006366456,12735.63379951218
36,7,3121.0525636000525,4159.03922166802
36,8,7434.4094225461695,9906.914333619041
36,9,4340.733185325653,5784.356142897306
36,10,10905.391271335597,14532.260864201504
36,11,10764.607931996825,14344.656388424279
36,12,27854.429672798087,37118.1398408534
36,13,12791.574379051553,17045.742891299975
36,14,7183.224946093852,9572.191970521664
36,15,24771.099907231976,33009.36910822142
37,1,47998.33451834799,68549.36230927562
37,2,16704.418888165586,23856.60406806509
37,3,130901.4771833554,186948.419696335
37,4,4243.944566530883,6061.03725537392
37,5,34975.625291545046,49950.83338125175
37,6,4798.990458564659,6853.732300589582
37,7,3108.4811516333816,4439.412384473813
37,8,7441.016759429367,10626.971933714327
37,9,2079.9234118827335,2970.4660581960843
37,10,7182.785627020991,10258.176232100355
37,11,15676.203623988482,22388.146852136888
37,12,34603.727551340664,49419.703432867274
37,13,8404.570318474582,12003.081806821143
37,14,4401.031505767692,6285.382737771499
37,15,23366.088255324943,33370.54224147084
38,1,36138.052071804355,49978.445562428555
38,2,19600.005024544673,27106.546368248182
38,3,111303.48043374559,153931.23366787596
38,4,3713.264633680205,5135.395620785912
38,5,42575.60124309189,58881.490479552864
38,6,3349.2399986381106,4631.954390204779
38,7,3260.3285037642177,4508.990974866296
38,8,5066.38356692774,7006.741115845594
38,9,2805.244820058878,3879.616290607584
38,10,10064.396266413441,13918.926231004756
38,11,15401.988844070962,21300.74580298479
38,12,31485.473665691254,43543.99148247891
38,13,10361.161204445554,14329.348194834054
38,14,5772.9456422811245,7983.907072365911
38,15,23503.13766607848,32504.52691961373
39,1,30761.37610928444,33214.313500008844
39,2,13089.214226599623,14132.95891726505
39,3,105147.76370118343,113532.3327210278
39,4,2533.4689471631978,2735.4898413734586
39,5,45357.76318381407,48974.628465716065
39,6,6202.3501028670435,6696.93059314277
39,7,2219.102043772749,2396.0550629635973
39,8,5771.967602906897,6232.229039226287
39,9,1813.1929900027112,1957.7784879328453
39,10,4460.357701927822,4816.030287711853
39,11,10268.106831504487,11086.894101926633
39,12,23880.00518676876,25784.21640947925
39,13,11469.924453796444,12384.545648295272
39,14,5246.2755732365695,5664.617895436908
39,15,13018.83765541732,14056.970460506798
40,1,33353.168446873,52132.00165041119
40,2,11745.863817781916,18359.13709096267
40,3,82035.49877295265,128223.94262889973
40,4,3844.074770743438,6008.404047486804
40,5,40661.07444253027,63554.47768993638
40,6,4106.362132271762,6418.367052526541
40,7,2949.5345968622546,4610.210952416549
40,8,5372.140239601293,8396.81616105626
40,9,2002.1860466399285,3129.4767828166823
40,10,6151.942410153824,9615.670319005088
40,11,11614.298887210665,18153.497162372325
40,12,36092.050589336024,56412.956504778274
40,13,8435.645474952675,13185.166636357348
40,14,6051.636325474519,9458.88890315918
40,15,11483.57836773267,17949.177073622006
