cost_center_id,gl_account_id,month_id,true_spend,actual,variance,variance_pct
1,2,7,41784.3216677216,41495.814501726694,-1365.3264572137414,-3.1855
1,2,8,43161.59223583852,42886.13812221514,24.99716327470378,0.0583
1,2,9,41666.937499301166,41965.86844660864,-895.2725123317941,-2.0888
1,2,10,43667.31860944519,43267.24238741639,406.10142847595125,0.9475
1,2,11,47956.47460804155,47098.643408322285,4237.502449381849,9.8866
1,2,12,41123.86346225271,42490.38569141048,-370.7552675299521,-0.865
1,2,13,42482.85064010495,42211.0532045345,-650.0877544059331,-1.5167
1,2,14,44369.66714054646,43992.30384045816,1131.1628815177246,2.6391
1,2,15,45444.54468549875,45229.5691765083,2368.4282175678673,5.5258
1,2,16,45921.043961205985,45825.74410606454,2964.6031471241076,6.9168
1,2,17,40280.958594627904,41408.97566794352,-1452.1652909969125,-3.3881
1,2,18,40004.056646678575,40059.43703626844,-2801.7039226719935,-6.5367
1,2,19,43235.28724233485,42589.0411232036,-272.0998357368371,-0.6348
1,2,20,40339.67507435158,40918.797507948235,-1942.3434509922008,-4.5317
1,2,21,46700.49573056851,45428.33159932512,2567.190640384688,5.9896
1,2,22,44024.02459680976,44559.31882356151,1698.1778646210732,3.962
1,2,23,39123.14439852585,40103.320438182636,-2757.8205207577994,-6.4343
1,2,24,49449.81535384308,47384.48116277963,4523.340203839194,10.5535
1,2,25,40523.72693100849,42308.94461557541,-552.1963433650235,-1.2883
1,2,26,45584.87109867897,44572.642265144874,1711.5013062044382,3.9931
1,2,27,44523.00124073468,44735.37521232354,1874.2342533831034,4.3728
1,2,28,45497.52045390336,45302.61661126962,2441.475652329187,5.6962
1,2,29,37858.06924044431,39385.95948313612,-3475.1814758043183,-8.108
1,2,30,42413.844448646174,41502.689407005804,-1358.4515519346314,-3.1694
1,2,31,43935.38491657241,43631.07682298716,769.9358640467253,1.7963
1,2,32,44922.93172945502,44725.4223668785,1864.2814079380623,4.3496
1,2,33,43628.14116562911,43887.09927839429,1025.9583194538573,2.3937
1,2,34,43234.701098443074,43313.389111880286,452.2481529398501,1.0551
1,2,35,42570.04857791075,42702.97908201721,-158.16187692322274,-0.369
1,2,36,41268.73684075985,41528.99918819003,-1332.1417707504079,-3.108
1,2,37,41952.1466862807,41815.46471717653,-1045.6762417639038,-2.4397
1,2,38,42443.8758174233,42345.52999119478,-515.6109677456552,-1.203
1,2,39,44977.469759383304,44470.7509709913,1609.6100120508636,3.7554
1,2,40,42372.598752953956,42893.572954239826,32.43199529939011,0.0757
1,2,41,46204.535340437586,45438.14802294086,2577.007064000427,6.0125
1,2,42,41858.16486406946,42727.43895934309,-133.701999597346,-0.3119
1,2,43,39739.5026296791,40163.235076557175,-2697.90588238326,-6.2945
1,2,44,44594.89130468585,43623.8135696845,762.6726107440627,1.7794
1,2,45,46419.36633244084,46054.47132688984,3193.3303679494056,7.4504
1,2,46,43180.351507010404,43828.154472096496,967.0135131560601,2.2562
1,2,47,45821.17077093253,45293.00691814811,2431.865959207673,5.6738
1,2,48,44619.06867935243,44859.489097668455,1998.348138728019,4.6624
1,2,49,43354.79202067995,43607.647352414446,746.5063934740101,1.7417
1,2,50,42394.939292806164,42586.909838380925,-274.2311205595106,-0.6398
1,2,51,40378.08379790729,40781.454896887066,-2079.68606205337,-4.8521
1,2,52,43681.81351878698,43021.067574611036,159.92661567059986,0.3731
1,2,53,44335.96054798726,44205.131142147206,1343.9901832067699,3.1357
1,2,54,42968.25905305218,43241.7993520392,380.65839309876174,0.8881
1,2,55,42497.609158157116,42591.73913713613,-269.40182180430565,-0.6285
1,2,56,41110.20000163657,41387.68183294068,-1473.4591259997542,-3.4378
1,2,57,41475.89113126615,41402.75290534024,-1458.3880536001961,-3.4026
1,2,58,40852.973119341266,40977.55672172624,-1883.5842372141924,-4.3946
1,2,59,45720.926548814015,44747.33586291946,1886.194903979027,4.4007
1,2,60,39538.10911893972,40774.67260491458,-2086.4683540258557,-4.868
1,3,1,263834.36542781093,261568.69382924243,9062.686394274118,3.5891
1,3,2,247066.64139869233,250420.18620451607,-2085.821230452246,-0.826
1,3,3,243289.49108969822,244044.92115149705,-8461.08628347126,-3.3508
1,3,4,259233.37494250434,256044.59817194313,3538.5907369748165,1.4014
1,3,5,245919.5766886873,248582.3363394507,-3923.6710955176095,-1.5539
1,3,6,264329.96189669543,260647.88485509384,8141.877420125529,3.2244
1,3,7,239088.27041470134,244136.60871110018,-8369.39872386813,-3.3145
1,3,8,241176.14885578817,240758.57316757084,-11747.434267397475,-4.6523
1,3,9,258501.97978534855,255036.8135994365,2530.806164468173,1.0023
1,3,10,256850.11820679248,257180.4905225037,4674.483087535395,1.8512
1,3,11,247565.32769735417,249422.28579924186,-3083.721635726455,-1.2212
1,3,12,258020.7884231516,255929.69627799213,3423.6888430238178,1.3559
1,3,13,236077.6917111174,240466.31105352426,-12039.696381444053,-4.7681
1,3,14,261373.2649439178,256314.15029735773,3808.142862389417,1.5081
1,3,15,246686.2365463789,249623.6422258867,-2882.3652090816176,-1.1415
1,3,16,245278.76705523086,245560.26095346047,-6945.746481507842,-2.7507
1,3,17,258370.6793682752,255752.29690566633,3246.289470698015,1.2856
1,3,18,262576.2165005387,261735.109074086,9229.101639117696,3.655
1,3,19,253675.2710003918,255455.4601004212,2949.4526654528745,1.1681
1,3,20,251761.35584043618,252144.1388724273,-361.86856254099985,-0.1433
1,3,21,253880.8099208103,253456.91910473548,950.9116697671707,0.3766
1,3,22,250996.7781310355,251573.58448899048,-932.4229459778289,-0.3693
1,3,23,257040.10835872625,255831.44231318813,3325.4348782198213,1.317
1,3,24,259818.97127796803,259263.1986941197,6757.191259151383,2.6761
1,3,25,255794.11457159693,256599.08591287117,4093.078477902862,1.621
1,3,26,245394.82720875286,247474.68468132167,-5031.322753646644,-1.9926
1,3,27,252637.9393270754,251189.31690341092,-1316.6905315573968,-0.5214
1,3,28,230895.03692971583,235243.61740918778,-17262.390025780536,-6.8364
1,3,29,250714.88043950268,246750.91173754534,-5755.0956974229775,-2.2792
1,3,30,234351.21598096352,237623.94887267138,-14882.058562296937,-5.8937
1,3,31,243506.24234143563,241675.23706934124,-10830.770365627075,-4.2893
1,3,32,259825.68813473365,256561.79897607403,4055.7915411057184,1.6062
1,3,33,249868.92208558266,251860.27529541287,-645.7321395554463,-0.2557
1,3,34,251679.0036513997,251316.9873382363,-1189.0200967320125,-0.4709
1,3,35,242996.2962397341,244732.83772206723,-7773.169712901086,-3.0784
1,3,36,255084.30272187077,252666.70142544343,160.6939904751198,0.0636
1,3,37,249617.0152264954,250710.4727255705,-1795.5347093978198,-0.7111
1,3,38,254906.66260933434,253848.73313276656,1342.725697798247,0.5318
1,3,39,250621.3583623997,251478.41921178665,-1027.588223181665,-0.407
1,3,40,252814.30421581122,252375.71504512895,-130.29238983936375,-0.0516
1,3,41,236026.23710833854,239383.8505298331,-13122.156905135227,-5.1968
1,3,42,249307.3023324581,246651.08928763418,-5854.9181473341305,-2.3187
1,3,43,239328.56346121937,241324.31123546712,-11181.696199501195,-4.4283
1,3,44,257578.43931887439,253928.46414734342,1422.456712375104,0.5633
1,3,45,245901.23085017118,248236.67254391185,-4269.334891056467,-1.6908
1,3,46,258378.56538186598,255883.09847552702,3377.0910405587056,1.3374
1,3,47,248010.92614191415,250084.45398990455,-2421.5534450637642,-0.959
1,3,48,250047.31613333322,249640.0381350494,-2865.9692999189137,-1.135
1,3,49,235764.6805821403,238621.2076923789,-13884.799742589414,-5.4988
1,3,50,258884.41028896483,254260.46434759995,1754.4569126316346,0.6948
1,3,51,276515.08730912185,272988.9519050905,20482.944470122166,8.1119
1,3,52,240890.44516519242,248015.37359397832,-4490.633840989991,-1.7784
1,3,53,250696.87048024082,248735.58541723114,-3770.4220177371753,-1.4932
1,3,54,255954.80440105253,254903.2176168902,2397.210181921895,0.9494
1,3,55,251324.7635589741,252250.7717273898,-255.2357075785112,-0.1011
1,3,56,246130.22507197267,247169.13276937295,-5336.874665595358,-2.1136
1,3,57,242392.3502241037,243139.9251936775,-9366.082241290802,-3.7093
1,3,58,249918.80474094357,248413.51383757562,-4092.4935973926913,-1.6208
1,3,59,244427.49141606354,245525.75408103957,-6980.25335392874,-2.7644
1,3,60,246747.10370616702,246283.18124814634,-6222.826186821971,-2.4644
1,4,1,8766.49320923266,8691.755369298087,298.9513597382884,3.562
1,4,2,8597.710298441343,8631.466880599606,238.66287103980721,2.8437
1,4,3,8367.25080848237,8413.342706474165,20.538696914365573,0.2447
1,4,4,8274.649786349511,8293.169990776083,-99.63401878371587,-1.1871
1,4,5,8062.68407988159,8105.0772211751755,-287.72678838462343,-3.4283
1,4,6,8557.70052455691,8458.697235621847,65.89322606204769,0.7851
1,4,7,8338.995397525727,8382.736422931965,-10.067586627834316,-0.12
1,4,8,8132.977965828841,8174.181452168218,-218.6225573915808,-2.6049
1,4,9,8776.39988644321,8647.715502320338,254.91149276053875,3.0373
1,4,10,8373.012824429892,8453.690236832557,60.88622727275833,0.7255
1,4,11,8321.667238481117,8331.936355670874,-60.867653888924906,-0.7252
1,4,12,8083.306122817951,8130.978345950585,-261.82566360921373,-3.1196
1,4,13,8262.375467632211,8226.56159866936,-166.24241089043971,-1.9808
1,4,14,8050.526902735056,8092.896615714488,-299.90739384531116,-3.5734
1,4,15,8355.254002315074,8294.308582399071,-98.49542716072756,-1.1736
1,4,16,8404.00539148805,8394.255113653455,1.4511040936558857,0.0173
1,4,17,9923.857159305091,9619.886805741684,1227.082796181885,14.6207
1,4,18,7792.785614660948,8218.999923589778,-173.80408597002133,-2.0709
1,4,19,8993.132033989636,8753.0627501239,360.25874056410066,4.2925
1,4,20,8532.313885209958,8624.477514965894,231.6735054060955,2.7604
1,4,21,9047.690180193991,8944.614921197184,551.8109116373853,6.5748
1,4,22,7848.894460031428,8088.653604063941,-304.15040549585774,-3.6239
1,4,23,8403.80298729068,8292.821281838831,-99.98272772096789,-1.1913
1,4,24,8681.089746759653,8625.63239486586,232.82838530606023,2.7741
1,4,25,8762.322504291109,8746.075952784819,353.27194322501964,4.2092
1,4,26,8647.71195681778,8670.634066312447,277.8300567526476,3.3103
1,4,27,8615.446889520885,8621.899902980265,229.09589342046638,2.7297
1,4,28,8316.340990956049,8376.162170669017,-16.64183889078231,-0.1983
1,4,29,8858.916413340545,8750.401328863645,357.59731930384623,4.2608
1,4,30,8435.886699733304,8520.492642454754,127.68863289495494,1.5214
1,4,31,8270.318979776765,8303.432523768073,-89.37148579172572,-1.0649
1,4,32,8578.44080249998,8516.816437955336,124.01242839553743,1.4776
1,4,33,8494.546553909177,8511.325403627337,118.5213940675385,1.4122
1,4,34,8556.46092265106,8544.078048902684,151.27403934288486,1.8024
1,4,35,8576.438964580493,8572.443356194606,179.63934663480723,2.1404
1,4,36,9064.665865028994,8967.020484939294,574.216475379495,6.8418
1,4,37,8395.1759559732,8529.073937784358,136.2699282245594,1.6237
1,4,38,8381.01652439103,8383.848410707466,-8.955598852333424,-0.1067
1,4,39,8368.842444967173,8371.277260851944,-21.526748707854495,-0.2565
1,4,40,8309.788404500374,8321.599212593734,-71.20479696606526,-0.8484
1,4,41,8359.979513757104,8349.941291905758,-42.86271765404126,-0.5107
1,4,42,8709.987759447675,8639.98611030956,247.18210074976196,2.9452
1,4,43,8228.793163754768,8325.032082893349,-67.77192666644987,-0.8075
1,4,44,8089.802227826192,8117.600415011908,-275.20359454789104,-3.279
1,4,45,8218.107051573234,8192.446086823826,-200.35792273597326,-2.3873
1,4,46,8463.487588594471,8414.411481190224,21.607471630424698,0.2575
1,4,47,8498.679752518545,8491.641319733732,98.83731017393256,1.1776
1,4,48,8321.73799769768,8357.126348661854,-35.677660897945316,-0.4251
1,4,49,8572.769980559406,8522.563583987061,129.75957442726212,1.5461
1,4,50,8460.692764884681,8483.108208019627,90.3041984598276,1.076
1,4,51,8239.462692824667,8283.70870723667,-109.09530232312864,-1.2999
1,4,52,8137.732142453427,8158.078252527675,-234.7257570321235,-2.7968
1,4,53,8388.128222331117,8338.049006355579,-54.755003204219975,-0.6524
1,4,54,8063.368920395921,8128.32078078296,-264.4832287768386,-3.1513
1,4,55,8255.684543930387,8217.221419223495,-175.58259033630384,-2.0921
1,4,56,7597.338816250563,7729.007961786528,-663.7960477732713,-7.9091
1,4,57,8683.419601739397,8466.20344464163,73.39943508183023,0.8746
1,4,58,8368.60097620242,8431.564701309817,38.76069175001794,0.4618
1,4,59,8017.263106747961,8087.530680638853,-305.27332892094637,-3.6373
1,4,60,8735.05574633272,8591.497218415769,198.69320885596971,2.3674
1,5,1,117129.53490873137,118572.74226101124,-5772.829409119513,-4.6426
1,5,2,130162.02750320888,127555.52898431338,3209.957314182626,2.5815
1,5,3,113593.96079532822,116907.57413690437,-7437.997533226386,-5.9817
1,5,4,108446.7390364806,109476.18338825014,-14869.388281880616,-11.9581
1,5,5,130122.09532309319,125787.02406577067,1441.4523956399207,1.1592
1,5,6,139571.28305747407,137681.4455105979,13335.873840467146,10.7248
1,5,7,145873.8359838513,144613.32539857586,20267.75372844511,16.2995
1,5,8,126130.0449713412,130078.80317384322,5733.2315037124645,4.6107
1,5,9,123841.65839046706,124299.33570664188,-46.235963488870766,-0.0372
1,5,10,114478.23231768853,116350.91753224423,-7994.654137886522,-6.4294
1,5,11,117871.64734241528,117192.96433746994,-7152.607332660817,-5.7522
1,5,12,128059.99143893931,126022.32261963452,1676.7509495037666,1.3485
1,5,13,126101.87544369769,126493.49864274602,2147.9269726152706,1.7274
1,5,14,121567.72001386827,122474.55109983416,-1871.0205702965904,-1.5047
1,5,15,117535.52652591198,118341.96522350324,-6003.606446627513,-4.8282
1,5,16,140185.60070527377,135655.5858694014,11310.014199270649,9.0956
1,5,17,119274.06680479279,123456.37358488899,-889.1980852417619,-0.7151
1,5,18,118605.41540063515,118739.14568146669,-5606.425988664065,-4.5087
1,5,19,133871.2376485696,130818.07319898272,6472.501528851964,5.2053
1,5,20,129517.13771013654,130387.95769782315,6042.386027692395,4.8593
1,5,21,164317.48897926952,157357.41872544293,33011.84705531217,26.5485
1,5,22,116863.09576336903,126353.97440654912,2008.4027364183712,1.6152
1,5,23,121868.43532554735,120867.3674131117,-3478.2042570190533,-2.7972
1,5,24,106388.9327717883,109484.83328254012,-14860.738387590638,-11.9512
1,5,25,131407.04840559085,126403.42527883034,2057.853608699588,1.6549
1,5,26,123528.63917019404,125104.32101727341,758.7493471426569,0.6102
1,5,27,120407.09239590372,121031.4017507618,-3314.1699193689565,-2.6653
1,5,28,114870.89284812125,115978.13275767775,-8367.438912452999,-6.7292
1,5,29,132690.40774544302,129126.50476597867,4780.933095847911,3.8449
1,5,30,119607.0673094461,122223.73539664548,-2121.836273485271,-1.7064
1,5,31,137680.55244857058,134065.8554207457,9720.283750614952,7.8172
1,5,32,132971.42624605654,133913.25148655934,9567.679816428586,7.6944
1,5,33,131253.27938484718,131596.90875708906,7251.337086958301,5.8316
1,5,34,123752.7051334572,125252.8199837352,907.2483136044466,0.7296
1,5,35,127547.04417149838,126788.17636389015,2442.604693759393,1.9644
1,5,36,140454.98572066997,137873.39741083566,13527.82574070491,10.8792
1,5,37,102833.93981830632,110358.14899877904,-13987.422671351713,-11.2488
1,5,38,122429.46412357649,118510.35926252246,-5835.212407608298,-4.6927
1,5,39,119117.5013704309,119779.89392106002,-4565.677749070732,-3.6718
1,5,40,146473.789732598,141002.5320601646,16656.960390033855,13.3957
1,5,41,134288.90604341886,136725.8827812547,12380.311111123956,9.9564
1,5,42,116047.4006193246,119695.70170414346,-4649.869965987295,-3.7395
1,5,43,112013.15976186171,112820.0079333543,-11525.563736776458,-9.269
1,5,44,134166.79549495844,129736.06834833909,5390.496678208336,4.3351
1,5,45,139217.15554872048,138207.08353796808,13861.511867837326,11.1476
1,5,46,117496.41135821756,121840.56019631815,-2505.0114738125994,-2.0146
1,5,47,104573.8514393187,107158.36342309849,-17187.208247032264,-13.8221
1,5,48,122459.93765139556,118882.72040898021,-5462.851261150543,-4.3933
1,5,49,115521.85557580803,116909.47199092555,-7436.099679205203,-5.9802
1,5,50,127798.28670713105,125343.00048086644,997.4288107356842,0.8021
1,5,51,162328.7155869005,155422.62981094662,31077.05814081586,24.9925
1,5,52,129831.80716484494,136331.18884925605,11985.6171791253,9.639
1,5,53,111009.56614269227,114774.01434712281,-9571.557323007946,-7.6975
1,5,54,116697.32515448659,115559.77335212774,-8785.798318003013,-7.0656
1,5,55,134454.23312135658,130902.8515279826,6557.279857851841,5.2734
1,5,56,122528.42497137803,124913.58660137375,568.0149312430003,0.4568
1,5,57,124127.33094312447,123807.54974877519,-538.0219213555683,-0.4327
1,5,58,121413.59837954097,121956.34489225768,-2389.2267778730748,-1.9214
1,5,59,152344.80988867654,146158.5675868494,21812.99591671866,17.5422
1,5,60,133105.9943577385,136953.7574639261,12608.185793795346,10.1396
1,6,1,7365.1436443061175,7283.719083060507,325.6982449824418,4.6809
1,6,2,6310.5286962841255,6521.4516858885245,-436.56915218954055,-6.2743
1,6,3,6669.790548553413,6597.938178099556,-360.0826599785087,-5.1751
1,6,4,6957.660473234738,6900.086488298473,-57.934349779591685,-0.8326
1,6,5,7818.983804272164,7646.719138064679,688.6982999866141,9.8979
1,6,6,6444.421069897746,6719.33361677263,-238.68722130543483,-3.4304
1,6,7,8044.628515229421,7724.587026163086,766.5661880850212,11.017
1,6,8,5598.916314907203,6088.058754971647,-869.9620831064176,-12.503
1,6,9,7895.05393647311,7435.8264121599295,477.8055740818645,6.867
1,6,10,6815.959949731313,7031.778747079673,73.75790900160791,1.06
1,6,11,7403.81684991334,7286.245469876935,328.2246317988702,4.7172
1,6,12,6513.455626771244,6691.527871399664,-266.492966678401,-3.83
1,6,13,8414.689662609691,8034.442855442003,1076.4220173639378,15.4702
1,6,14,5540.493464231835,6115.3327039074065,-842.6881341706585,-12.111
1,6,15,8223.889123850067,7687.209991926421,729.189153848356,10.4798
1,6,16,6479.824125534254,6828.637125197417,-129.3837128806481,-1.8595
1,6,17,9107.955434475356,8582.329172687136,1624.3083346090707,23.3444
1,6,18,6826.989575840411,7283.182747567401,325.1619094893358,4.6732
1,6,19,6969.2299064973695,6940.7818403659785,-17.23899771208653,-0.2478
1,6,20,7037.169665697265,7023.581713857287,65.56087577922153,0.9422
1,6,21,7933.343096025859,7754.108409960141,796.0875718820762,11.4413
1,6,22,7468.506034572556,7561.473446863217,603.4526087851518,8.6728
1,6,23,5842.496659896996,6167.698534832108,-790.3223032459573,-11.3584
1,6,24,5771.99009232029,5786.091405835632,-1171.929432242433,-16.8429
1,6,25,7785.740588604773,7382.990489347876,424.96965126981104,6.1076
1,6,26,7546.128735615732,7594.05110621354,636.0302681354751,9.141
1,6,27,6190.954853332255,6461.98962978895,-496.03120828911506,-7.1289
1,6,28,7381.448686397991,7143.349919784844,185.3290817067791,2.6635
1,6,29,8163.209618791793,8006.857432313032,1048.8365942349674,15.0738
1,6,30,7763.976492043375,7843.823117393059,885.8022793149939,12.7307
1,6,31,6619.296116850636,6848.232191889185,-109.7886461888802,-1.5779
1,6,32,7076.786802223574,6985.288665148987,27.267827070922067,0.3919
1,6,33,7639.0445263020865,7526.592981486384,568.5721434083189,8.1715
1,6,34,6240.439789637684,6520.160736970565,-437.86010110749976,-6.2929
1,6,35,7388.5483289155245,7158.926621059957,200.90578298189212,2.8874
1,6,36,6706.214825723543,6842.68152636194,-115.33931171612494,-1.6576
1,6,37,6104.767634083503,6225.057072411511,-732.9637656665536,-10.5341
1,6,38,6426.92238973331,6362.49143860335,-595.5293994747153,-8.5589
1,6,39,6840.734134798887,6757.971785785772,-200.0490522922928,-2.8751
1,6,40,8653.551654670036,8290.988150695806,1332.9673126177413,19.1573
1,6,41,6935.95516363243,7279.474461839952,321.4536237618868,4.6199
1,6,42,6780.233325619273,6811.377693221905,-146.64314485615978,-2.1075
1,6,43,6770.905494773485,6772.771060942643,-185.24977713542194,-2.6624
1,6,44,5730.128271255384,5938.2837159590035,-1019.7371221190615,-14.6556
1,6,45,6324.668549031312,6205.760493476127,-752.2603446019384,-10.8114
1,6,46,7735.296774806919,7453.171129651798,495.15029157373283,7.1163
1,6,47,7096.021345217172,7223.876431135122,265.8555930570574,3.8209
1,6,48,6210.394434325147,6387.519816503553,-570.5010215745124,-8.1992
1,6,49,7142.810010795607,6956.3268955015155,-1.6939425765494889,-0.0243
1,6,50,7076.397749420828,7089.6802016957845,131.65936361771946,1.8922
1,6,51,7634.128835078542,7522.582617947,564.5617798689345,8.1138
1,6,52,7415.733579836641,7459.412630885022,501.3917928069568,7.206
1,6,53,5666.277763952028,6016.1689271289515,-941.8519109491135,-13.5362
1,6,54,7099.0312220107035,6812.480530398969,-145.54030767909626,-2.0917
1,6,55,6305.511874575006,6464.215744062146,-493.80509401591917,-7.0969
1,6,56,12320.680400283067,11117.646695141455,4159.62585706339,59.7817
1,6,57,6991.60274078906,8057.418272687862,1099.3974346097966,15.8004
1,6,58,7340.817890030534,7270.974860182239,312.9540221041743,4.4977
1,6,59,7804.811432971567,7712.012724383361,753.9918863052962,10.8363
1,6,60,5980.9031606408425,6345.684815106988,-612.336022971077,-8.8004
1,7,1,4679.746207260086,4868.078245675439,-753.3281536614131,-13.4011
1,7,2,6208.6786857735515,5902.892190070859,281.4857907340074,5.0074
1,7,3,4078.544665222412,4504.57146933264,-1116.8349300042119,-19.8675
1,7,4,6484.184801513696,6003.056774255439,381.65037491858766,6.7892
1,7,5,5592.375407602398,5770.737286384658,149.33088704780585,2.6565
1,7,6,4550.529609458074,4758.898769086939,-862.5076302499128,-15.3433
1,7,7,6372.589050172002,6008.1771620292175,386.7707626923657,6.8803
1,7,8,4242.074494192766,4668.177405388613,-953.2289939482389,-16.9571
1,7,9,6873.41136492028,6347.143990774777,725.7375914379254,12.9102
1,7,10,4450.029388631859,4934.705783889543,-686.7006154473083,-12.2158
1,7,11,5764.451284019071,5501.566904941629,-119.83949439522257,-2.1318
1,7,12,8966.46407685813,8326.061518290318,2704.6551189534666,48.1135
1,7,13,5983.4621664548395,6580.062548535498,958.6561491986458,17.0537
1,7,14,5416.229412888155,5529.675963601492,-91.7304357353596,-1.6318
1,7,15,5065.469368337784,5135.621377247858,-485.7850220889941,-8.6417
1,7,16,6080.883557595078,5877.80071974362,256.3943204067682,4.561
1,7,17,5560.31817640673,5664.4312526444,43.024853307548256,0.7654
1,7,18,8656.576768355982,8037.325049966133,2415.918650629281,42.9771
1,7,19,4684.111506061144,5478.604558520112,-142.80184081673997,-2.5403
1,7,20,4639.282853282284,4648.248583838056,-973.1578154987956,-17.3116
1,7,21,6138.32549875404,5838.5169696596895,217.1105703228377,3.8622
1,7,22,1007.131519480551,2033.370315335249,-3588.036084001603,-63.8281
1,7,23,6065.699119789288,5053.98559972754,-567.4207996093119,-10.0939
1,7,24,6687.569967088362,6563.195797628548,941.7893982916958,16.7536
1,7,25,6537.577894500063,6567.576309017723,946.1699096808716,16.8316
