cost_center_id,gl_account_id,month_id,actual,variance,variance_pct
1,1,60,86730.01160851511,3054.6131559749338,3.6506
1,2,1,45898.84316728138,3037.7022083409465,7.0873
1,2,2,44468.17711002457,1607.0361510841321,3.7494
1,2,3,41951.451509886654,-909.6894490537816,-2.1224
1,2,4,41674.82508255508,-1186.3158763853571,-2.7678
1,2,5,44876.44868435048,2015.3077254100426,4.7019
1,2,6,41406.10365906856,-1455.037299871874,-3.3948
1,2,7,41495.814501726694,-1365.3264572137414,-3.1855
1,2,8,42886.13812221514,24.99716327470378,0.0583
1,2,9,41965.86844660864,-895.2725123317941,-2.0888
1,2,10,43267.24238741639,406.10142847595125,0.9475
1,2,11,47098.643408322285,4237.502449381849,9.8866
1,2,12,42490.38569141048,-370.7552675299521,-0.865
1,2,13,42211.0532045345,-650.0877544059331,-1.5167
1,2,14,43992.30384045816,1131.1628815177246,2.6391
1,2,15,45229.5691765083,2368.4282175678673,5.5258
1,2,16,45825.74410606454,2964.6031471241076,6.9168
1,2,17,41408.97566794352,-1452.1652909969125,-3.3881
1,2,18,40059.43703626844,-2801.7039226719935,-6.5367
1,2,19,42589.0411232036,-272.0998357368371,-0.6348
1,2,20,40918.797507948235,-1942.3434509922008,-4.5317
1,2,21,45428.33159932512,2567.190640384688,5.9896
1,2,22,44559.31882356151,1698.1778646210732,3.962
1,2,23,40103.320438182636,-2757.8205207577994,-6.4343
1,2,24,47384.48116277963,4523.340203839194,10.5535
1,2,25,42308.94461557541,-552.1963433650235,-1.2883
1,2,26,44572.642265144874,1711.5013062044382,3.9931
1,2,27,44735.37521232354,1874.2342533831034,4.3728
1,2,28,45302.61661126962,2441.475652329187,5.6962
1,2,29,39385.95948313612,-3475.1814758043183,-8.108
1,2,30,41502.689407005804,-1358.4515519346314,-3.1694
1,2,31,43631.07682298716,769.9358640467253,1.7963
1,2,32,44725.4223668785,1864.2814079380623,4.3496
1,2,33,43887.09927839429,1025.9583194538573,2.3937
1,2,34,43313.389111880286,452.2481529398501,1.0551
1,2,35,42702.97908201721,-158.16187692322274,-0.369
1,2,36,41528.99918819003,-1332.1417707504079,-3.108
1,2,37,41815.46471717653,-1045.6762417639038,-2.4397
1,2,38,42345.52999119478,-515.6109677456552,-1.203
1,2,39,44470.7509709913,1609.6100120508636,3.7554
1,2,40,42893.572954239826,32.43199529939011,0.0757
1,2,41,45438.14802294086,2577.007064000427,6.0125
1,2,42,42727.43895934309,-133.701999597346,-0.3119
1,2,43,40163.235076557175,-2697.90588238326,-6.2945
1,2,44,43623.8135696845,762.6726107440627,1.7794
1,2,45,46054.47132688984,3193.3303679494056,7.4504
1,2,46,43828.154472096496,967.0135131560601,2.2562
1,2,47,45293.00691814811,2431.865959207673,5.6738
1,2,48,44859.489097668455,1998.348138728019,4.6624
1,2,49,43607.647352414446,746.5063934740101,1.7417
1,2,50,42586.909838380925,-274.2311205595106,-0.6398
1,2,51,40781.454896887066,-2079.68606205337,-4.8521
1,2,52,43021.067574611036,159.92661567059986,0.3731
1,2,53,44205.131142147206,1343.9901832067699,3.1357
1,2,54,43241.7993520392,380.65839309876174,0.8881
1,2,55,42591.73913713613,-269.40182180430565,-0.6285
1,2,56,41387.68183294068,-1473.4591259997542,-3.4378
1,2,57,41402.75290534024,-1458.3880536001961,-3.4026
1,2,58,40977.55672172624,-1883.5842372141924,-4.3946
1,2,59,44747.33586291946,1886.194903979027,4.4007
1,2,60,40774.67260491458,-2086.4683540258557,-4.868
1,3,1,261568.69382924243,9062.686394274118,3.5891
1,3,2,250420.18620451607,-2085.821230452246,-0.826
1,3,3,244044.92115149705,-8461.08628347126,-3.3508
1,3,4,256044.59817194313,3538.5907369748165,1.4014
1,3,5,248582.3363394507,-3923.6710955176095,-1.5539
1,3,6,260647.88485509384,8141.877420125529,3.2244
1,3,7,244136.60871110018,-8369.39872386813,-3.3145
1,3,8,240758.57316757084,-11747.434267397475,-4.6523
1,3,9,255036.8135994365,2530.806164468173,1.0023
1,3,10,257180.4905225037,4674.483087535395,1.8512
1,3,11,249422.28579924186,-3083.721635726455,-1.2212
1,3,12,255929.69627799213,3423.6888430238178,1.3559
1,3,13,240466.31105352426,-12039.696381444053,-4.7681
1,3,14,256314.15029735773,3808.142862389417,1.5081
1,3,15,249623.6422258867,-2882.3652090816176,-1.1415
1,3,16,245560.26095346047,-6945.746481507842,-2.7507
1,3,17,255752.29690566633,3246.289470698015,1.2856
1,3,18,261735.109074086,9229.101639117696,3.655
1,3,19,255455.4601004212,2949.4526654528745,1.1681
1,3,20,252144.1388724273,-361.86856254099985,-0.1433
1,3,21,253456.91910473548,950.9116697671707,0.3766
1,3,22,251573.58448899048,-932.4229459778289,-0.3693
1,3,23,255831.44231318813,3325.4348782198213,1.317
1,3,24,259263.1986941197,6757.191259151383,2.6761
1,3,25,256599.08591287117,4093.078477902862,1.621
1,3,26,247474.68468132167,-5031.322753646644,-1.9926
1,3,27,251189.31690341092,-1316.6905315573968,-0.5214
1,3,28,235243.61740918778,-17262.390025780536,-6.8364
1,3,29,246750.91173754534,-5755.0956974229775,-2.2792
1,3,30,237623.94887267138,-14882.058562296937,-5.8937
1,3,31,241675.23706934124,-10830.770365627075,-4.2893
1,3,32,256561.79897607403,4055.7915411057184,1.6062
1,3,33,251860.27529541287,-645.7321395554463,-0.2557
1,3,34,251316.9873382363,-1189.0200967320125,-0.4709
1,3,35,244732.83772206723,-7773.169712901086,-3.0784
1,3,36,252666.70142544343,160.6939904751198,0.0636
1,3,37,250710.4727255705,-1795.5347093978198,-0.7111
1,3,38,253848.73313276656,1342.725697798247,0.5318
1,3,39,251478.41921178665,-1027.588223181665,-0.407
1,3,40,252375.71504512895,-130.29238983936375,-0.0516
1,3,41,239383.8505298331,-13122.156905135227,-5.1968
1,3,42,246651.08928763418,-5854.9181473341305,-2.3187
1,3,43,241324.31123546712,-11181.696199501195,-4.4283
1,3,44,253928.46414734342,1422.456712375104,0.5633
1,3,45,248236.67254391185,-4269.334891056467,-1.6908
1,3,46,255883.09847552702,3377.0910405587056,1.3374
1,3,47,250084.45398990455,-2421.5534450637642,-0.959
1,3,48,249640.0381350494,-2865.9692999189137,-1.135
1,3,49,238621.2076923789,-13884.799742589414,-5.4988
1,3,50,254260.46434759995,1754.4569126316346,0.6948
1,3,51,272988.9519050905,20482.944470122166,8.1119
1,3,52,248015.37359397832,-4490.633840989991,-1.7784
1,3,53,248735.58541723114,-3770.4220177371753,-1.4932
1,3,54,254903.2176168902,2397.210181921895,0.9494
1,3,55,252250.7717273898,-255.2357075785112,-0.1011
1,3,56,247169.13276937295,-5336.874665595358,-2.1136
1,3,57,243139.9251936775,-9366.082241290802,-3.7093
1,3,58,248413.51383757562,-4092.4935973926913,-1.6208
1,3,59,245525.75408103957,-6980.25335392874,-2.7644
1,3,60,246283.18124814634,-6222.826186821971,-2.4644
1,4,1,8691.755369298087,298.9513597382884,3.562
1,4,2,8631.466880599606,238.66287103980721,2.8437
1,4,3,8413.342706474165,20.538696914365573,0.2447
1,4,4,8293.169990776083,-99.63401878371587,-1.1871
1,4,5,8105.0772211751755,-287.72678838462343,-3.4283
1,4,6,8458.697235621847,65.89322606204769,0.7851
1,4,7,8382.736422931965,-10.067586627834316,-0.12
1,4,8,8174.181452168218,-218.6225573915808,-2.6049
1,4,9,8647.715502320338,254.91149276053875,3.0373
1,4,10,8453.690236832557,60.88622727275833,0.7255
1,4,11,8331.936355670874,-60.867653888924906,-0.7252
1,4,12,8130.978345950585,-261.82566360921373,-3.1196
1,4,13,8226.56159866936,-166.24241089043971,-1.9808
1,4,14,8092.896615714488,-299.90739384531116,-3.5734
1,4,15,8294.308582399071,-98.49542716072756,-1.1736
1,4,16,8394.255113653455,1.4511040936558857,0.0173
1,4,17,9619.886805741684,1227.082796181885,14.6207
1,4,18,8218.999923589778,-173.80408597002133,-2.0709
1,4,19,8753.0627501239,360.25874056410066,4.2925
1,4,20,8624.477514965894,231.6735054060955,2.7604
1,4,21,8944.614921197184,551.8109116373853,6.5748
1,4,22,8088.653604063941,-304.15040549585774,-3.6239
1,4,23,8292.821281838831,-99.98272772096789,-1.1913
1,4,24,8625.63239486586,232.82838530606023,2.7741
1,4,25,8746.075952784819,353.27194322501964,4.2092
1,4,26,8670.634066312447,277.8300567526476,3.3103
1,4,27,8621.899902980265,229.09589342046638,2.7297
1,4,28,8376.162170669017,-16.64183889078231,-0.1983
1,4,29,8750.401328863645,357.59731930384623,4.2608
1,4,30,8520.492642454754,127.68863289495494,1.5214
1,4,31,8303.432523768073,-89.37148579172572,-1.0649
1,4,32,8516.816437955336,124.01242839553743,1.4776
1,4,33,8511.325403627337,118.5213940675385,1.4122
1,4,34,8544.078048902684,151.27403934288486,1.8024
1,4,35,8572.443356194606,179.63934663480723,2.1404
1,4,36,8967.020484939294,574.216475379495,6.8418
1,4,37,8529.073937784358,136.2699282245594,1.6237
1,4,38,8383.848410707466,-8.955598852333424,-0.1067
1,4,39,8371.277260851944,-21.526748707854495,-0.2565
1,4,40,8321.599212593734,-71.20479696606526,-0.8484
1,4,41,8349.941291905758,-42.86271765404126,-0.5107
1,4,42,8639.98611030956,247.18210074976196,2.9452
1,4,43,8325.032082893349,-67.77192666644987,-0.8075
1,4,44,8117.600415011908,-275.20359454789104,-3.279
1,4,45,8192.446086823826,-200.35792273597326,-2.3873
1,4,46,8414.411481190224,21.607471630424698,0.2575
1,4,47,8491.641319733732,98.83731017393256,1.1776
1,4,48,8357.126348661854,-35.677660897945316,-0.4251
1,4,49,8522.563583987061,129.75957442726212,1.5461
1,4,50,8483.108208019627,90.3041984598276,1.076
1,4,51,8283.70870723667,-109.09530232312864,-1.2999
1,4,52,8158.078252527675,-234.7257570321235,-2.7968
1,4,53,8338.049006355579,-54.755003204219975,-0.6524
1,4,54,8128.32078078296,-264.4832287768386,-3.1513
1,4,55,8217.221419223495,-175.58259033630384,-2.0921
1,4,56,7729.007961786528,-663.7960477732713,-7.9091
1,4,57,8466.20344464163,73.39943508183023,0.8746
1,4,58,8431.564701309817,38.76069175001794,0.4618
1,4,59,8087.530680638853,-305.27332892094637,-3.6373
1,4,60,8591.497218415769,198.69320885596971,2.3674
1,5,1,118572.74226101124,-5772.829409119513,-4.6426
1,5,2,127555.52898431338,3209.957314182626,2.5815
1,5,3,116907.57413690437,-7437.997533226386,-5.9817
1,5,4,109476.18338825014,-14869.388281880616,-11.9581
1,5,5,125787.02406577067,1441.4523956399207,1.1592
1,5,6,137681.4455105979,13335.873840467146,10.7248
1,5,7,144613.32539857586,20267.75372844511,16.2995
1,5,8,130078.80317384322,5733.2315037124645,4.6107
1,5,9,124299.33570664188,-46.235963488870766,-0.0372
1,5,10,116350.91753224423,-7994.654137886522,-6.4294
1,5,11,117192.96433746994,-7152.607332660817,-5.7522
1,5,12,126022.32261963452,1676.7509495037666,1.3485
1,5,13,126493.49864274602,2147.9269726152706,1.7274
1,5,14,122474.55109983416,-1871.0205702965904,-1.5047
1,5,15,118341.96522350324,-6003.606446627513,-4.8282
1,5,16,135655.5858694014,11310.014199270649,9.0956
1,5,17,123456.37358488899,-889.1980852417619,-0.7151
1,5,18,118739.14568146669,-5606.425988664065,-4.5087
1,5,19,130818.07319898272,6472.501528851964,5.2053
1,5,20,130387.95769782315,6042.386027692395,4.8593
1,5,21,157357.41872544293,33011.84705531217,26.5485
1,5,22,126353.97440654912,2008.4027364183712,1.6152
1,5,23,120867.3674131117,-3478.2042570190533,-2.7972
1,5,24,109484.83328254012,-14860.738387590638,-11.9512
1,5,25,126403.42527883034,2057.853608699588,1.6549
1,5,26,125104.32101727341,758.7493471426569,0.6102
1,5,27,121031.4017507618,-3314.1699193689565,-2.6653
1,5,28,115978.13275767775,-8367.438912452999,-6.7292
1,5,29,129126.50476597867,4780.933095847911,3.8449
1,5,30,122223.73539664548,-2121.836273485271,-1.7064
1,5,31,134065.8554207457,9720.283750614952,7.8172
1,5,32,133913.25148655934,9567.679816428586,7.6944
1,5,33,131596.90875708906,7251.337086958301,5.8316
1,5,34,125252.8199837352,907.2483136044466,0.7296
1,5,35,126788.17636389015,2442.604693759393,1.9644
1,5,36,137873.39741083566,13527.82574070491,10.8792
1,5,37,110358.14899877904,-13987.422671351713,-11.2488
1,5,38,118510.35926252246,-5835.212407608298,-4.6927
1,5,39,119779.89392106002,-4565.677749070732,-3.6718
1,5,40,141002.5320601646,16656.960390033855,13.3957
1,5,41,136725.8827812547,12380.311111123956,9.9564
1,5,42,119695.70170414346,-4649.869965987295,-3.7395
1,5,43,112820.0079333543,-11525.563736776458,-9.269
1,5,44,129736.06834833909,5390.496678208336,4.3351
1,5,45,138207.08353796808,13861.511867837326,11.1476
1,5,46,121840.56019631815,-2505.0114738125994,-2.0146
1,5,47,107158.36342309849,-17187.208247032264,-13.8221
1,5,48,118882.72040898021,-5462.851261150543,-4.3933
1,5,49,116909.47199092555,-7436.099679205203,-5.9802
1,5,50,125343.00048086644,997.4288107356842,0.8021
1,5,51,155422.62981094662,31077.05814081586,24.9925
1,5,52,136331.18884925605,11985.6171791253,9.639
1,5,53,114774.01434712281,-9571.557323007946,-7.6975
1,5,54,115559.77335212774,-8785.798318003013,-7.0656
1,5,55,130902.8515279826,6557.279857851841,5.2734
1,5,56,124913.58660137375,568.0149312430003,0.4568
1,5,57,123807.54974877519,-538.0219213555683,-0.4327
1,5,58,121956.34489225768,-2389.2267778730748,-1.9214
1,5,59,146158.5675868494,21812.99591671866,17.5422
1,5,60,136953.7574639261,12608.185793795346,10.1396
1,6,1,7283.719083060507,325.6982449824418,4.6809
1,6,2,6521.4516858885245,-436.56915218954055,-6.2743
1,6,3,6597.938178099556,-360.0826599785087,-5.1751
1,6,4,6900.086488298473,-57.934349779591685,-0.8326
1,6,5,7646.719138064679,688.6982999866141,9.8979
1,6,6,6719.33361677263,-238.68722130543483,-3.4304
1,6,7,7724.587026163086,766.5661880850212,11.017
1,6,8,6088.058754971647,-869.9620831064176,-12.503
1,6,9,7435.8264121599295,477.8055740818645,6.867
1,6,10,7031.778747079673,73.75790900160791,1.06
1,6,11,7286.245469876935,328.2246317988702,4.7172
1,6,12,6691.527871399664,-266.492966678401,-3.83
1,6,13,8034.442855442003,1076.4220173639378,15.4702
1,6,14,6115.3327039074065,-842.6881341706585,-12.111
1,6,15,7687.209991926421,729.189153848356,10.4798
1,6,16,6828.637125197417,-129.3837128806481,-1.8595
1,6,17,8582.329172687136,1624.3083346090707,23.3444
1,6,18,7283.182747567401,325.1619094893358,4.6732
1,6,19,6940.7818403659785,-17.23899771208653,-0.2478
1,6,20,7023.581713857287,65.56087577922153,0.9422
1,6,21,7754.108409960141,796.0875718820762,11.4413
1,6,22,7561.473446863217,603.4526087851518,8.6728
1,6,23,6167.698534832108,-790.3223032459573,-11.3584
1,6,24,5786.091405835632,-1171.929432242433,-16.8429
1,6,25,7382.990489347876,424.96965126981104,6.1076
1,6,26,7594.05110621354,636.0302681354751,9.141
1,6,27,6461.98962978895,-496.03120828911506,-7.1289
1,6,28,7143.349919784844,185.3290817067791,2.6635
1,6,29,8006.857432313032,1048.8365942349674,15.0738
1,6,30,7843.823117393059,885.8022793149939,12.7307
1,6,31,6848.232191889185,-109.7886461888802,-1.5779
1,6,32,6985.288665148987,27.267827070922067,0.3919
1,6,33,7526.592981486384,568.5721434083189,8.1715
1,6,34,6520.160736970565,-437.86010110749976,-6.2929
1,6,35,7158.926621059957,200.90578298189212,2.8874
1,6,36,6842.68152636194,-115.33931171612494,-1.6576
1,6,37,6225.057072411511,-732.9637656665536,-10.5341
1,6,38,6362.49143860335,-595.5293994747153,-8.5589
1,6,39,6757.971785785772,-200.0490522922928,-2.8751
1,6,40,8290.988150695806,1332.9673126177413,19.1573
1,6,41,7279.474461839952,321.4536237618868,4.6199
1,6,42,6811.377693221905,-146.64314485615978,-2.1075
1,6,43,6772.771060942643,-185.24977713542194,-2.6624
1,6,44,5938.2837159590035,-1019.7371221190615,-14.6556
1,6,45,6205.760493476127,-752.2603446019384,-10.8114
1,6,46,7453.171129651798,495.15029157373283,7.1163
1,6,47,7223.876431135122,265.8555930570574,3.8209
1,6,48,6387.519816503553,-570.5010215745124,-8.1992
1,6,49,6956.3268955015155,-1.6939425765494889,-0.0243
1,6,50,7089.6802016957845,131.65936361771946,1.8922
1,6,51,7522.582617947,564.5617798689345,8.1138
1,6,52,7459.412630885022,501.3917928069568,7.206
1,6,53,6016.1689271289515,-941.8519109491135,-13.5362
1,6,54,6812.480530398969,-145.54030767909626,-2.0917
1,6,55,6464.215744062146,-493.80509401591917,-7.0969
1,6,56,11117.646695141455,4159.62585706339,59.7817
1,6,57,8057.418272687862,1099.3974346097966,15.8004
1,6,58,7270.974860182239,312.9540221041743,4.4977
1,6,59,7712.012724383361,753.9918863052962,10.8363
1,6,60,6345.684815106988,-612.336022971077,-8.8004
1,7,1,4868.078245675439,-753.3281536614131,-13.4011
1,7,2,5902.892190070859,281.4857907340074,5.0074
1,7,3,4504.57146933264,-1116.8349300042119,-19.8675
1,7,4,6003.056774255439,381.65037491858766,6.7892
1,7,5,5770.737286384658,149.33088704780585,2.6565
1,7,6,4758.898769086939,-862.5076302499128,-15.3433
1,7,7,6008.1771620292175,386.7707626923657,6.8803
1,7,8,4668.177405388613,-953.2289939482389,-16.9571
1,7,9,6347.143990774777,725.7375914379254,12.9102
1,7,10,4934.705783889543,-686.7006154473083,-12.2158
1,7,11,5501.566904941629,-119.83949439522257,-2.1318
1,7,12,8326.061518290318,2704.6551189534666,48.1135
1,7,13,6580.062548535498,958.6561491986458,17.0537
1,7,14,5529.675963601492,-91.7304357353596,-1.6318
1,7,15,5135.621377247858,-485.7850220889941,-8.6417
1,7,16,5877.80071974362,256.3943204067682,4.561
1,7,17,5664.4312526444,43.024853307548256,0.7654
1,7,18,8037.325049966133,2415.918650629281,42.9771
1,7,19,5478.604558520112,-142.80184081673997,-2.5403
1,7,20,4648.248583838056,-973.1578154987956,-17.3116
1,7,21,5838.5169696596895,217.1105703228377,3.8622
1,7,22,2033.370315335249,-3588.036084001603,-63.8281
1,7,23,5053.98559972754,-567.4207996093119,-10.0939
1,7,24,6563.195797628548,941.7893982916958,16.7536
1,7,25,6567.576309017723,946.1699096808716,16.8316
1,7,26,4674.536473391412,-946.8699259454397,-16.844
1,7,27,5732.52904639446,111.12264705760845,1.9768
1,7,28,6225.898492533347,604.4920931964953,10.7534
1,7,29,5223.11888200513,-398.2875173317216,-7.0852
1,7,30,5171.53079661735,-449.87560271950224,-8.0029
1,7,31,4969.2380982113555,-652.1683011254963,-11.6015
1,7,32,5473.539112243725,-147.86728709312683,-2.6304
1,7,33,7799.685674147885,2178.2792748110332,38.7497
1,7,34,6148.046870423364,526.6404710865127,9.3685
1,7,35,4776.680681563708,-844.7257177731435,-15.0269
1,7,36,6310.6812797034945,689.2748803666427,12.2616
1,7,37,5932.024248538981,310.61784920212904,5.5256
1,7,38,6991.686666003022,1370.28026666617,24.3761
1,7,39,6427.700281080763,806.2938817439108,14.3433
1,7,40,5710.213859616171,88.80746027931946,1.5798
1,7,41,5173.287241898808,-448.11915743804366,-7.9717
1,7,42,3980.9884595630765,-1640.4179397737753,-29.1816
1,7,43,7320.943074702624,1699.5366753657718,30.2333
1,7,44,6194.498849953382,573.0924506165302,10.1948
1,7,45,6905.3305082507,1283.9241089138486,22.8399
1,7,46,5358.681432602133,-262.7249667347187,-4.6737
1,7,47,5823.147060648471,201.74066131161908,3.5888
1,7,48,4540.601579463007,-1080.8048198738452,-19.2266
1,7,49,6072.9221820757175,451.5157827388657,8.0321
1,7,50,6205.503875925224,584.097476588372,10.3906
1,7,51,5285.584947587407,-335.82145174944435,-5.974
1,7,52,5269.266379313178,-352.14002002367397,-6.2643
1,7,53,5855.979065920453,234.57266658360095,4.1728
1,7,54,5739.8559187061255,118.44951936927373,2.1071
1,7,55,4471.296862069768,-1150.1095372670834,-20.4595
1,7,56,4620.969594737711,-1000.4368045991405,-17.7969
1,7,57,5904.888348494414,283.48194915756176,5.0429
1,7,58,5071.306500032803,-550.0998993040484,-9.7858
1,7,59,5937.259218941123,315.85281960427164,5.6188
1,7,60,5804.17357678608,182.76717744922826,3.2513
1,8,1,12637.747232993719,-811.1869736043936,-6.0316
1,8,2,15851.445554387477,2402.5113477893647,17.864
1,8,3,12036.427902738063,-1412.5063038600492,-10.5027
1,8,4,12061.34799916337,-1387.5862074347424,-10.3174
1,8,5,16073.935843158517,2625.001636560404,19.5183
1,8,6,12736.07016507654,-712.8640415215723,-5.3005
1,8,7,15004.03479843058,1555.1005918324681,11.563
1,8,8,16793.110178563322,3344.175971965209,24.8657
1,8,9,13179.4600121089,-269.4741944892121,-2.0037
1,8,10,15043.815251315134,1594.8810447170217,11.8588
1,8,11,11906.080794922034,-1542.8534116760784,-11.4719
1,8,12,12881.305778897451,-567.6284277006616,-4.2206
1,8,13,14099.283424001189,650.3492174030762,4.8357
1,8,14,14507.894185859295,1058.9599792611825,7.8739
1,8,15,14828.726424113043,1379.7922175149306,10.2595
1,8,16,16848.925041033726,3399.9908344356136,25.2807
1,8,17,16230.970356254373,2782.03614965626,20.6859
1,8,18,15301.908418098856,1852.974211500743,13.7779
1,8,19,10577.34380580669,-2871.5904007914232,-21.3518
1,8,20,11013.37930352396,-2435.554903074153,-18.1096
1,8,21,17625.19877793338,4176.264571335267,31.0528
1,8,22,12864.249188773427,-584.6850178246859,-4.3474
1,8,23,11916.324292533563,-1532.6099140645492,-11.3958
1,8,24,11284.931143045613,-2164.0030635525,-16.0905
1,8,25,13659.851552133752,210.91734553563947,1.5683
1,8,26,13979.896317860437,530.9621112623245,3.948
1,8,27,16221.173668449823,2772.23946185171,20.6131
1,8,28,10336.518351463488,-3112.4158551346245,-23.1425
1,8,29,11401.145953854322,-2047.7882527437905,-15.2264
1,8,30,9669.331121811998,-3779.603084786115,-28.1034
1,8,31,15941.311231559785,2492.377024961672,18.5322
1,8,32,13308.130724674957,-140.80348192315614,-1.0469
1,8,33,9416.632398728585,-4032.3018078695277,-29.9823
1,8,34,16425.740850586997,2976.8066439888844,22.1341
1,8,35,13736.349646679853,287.4154400817406,2.1371
1,8,36,14999.667006126303,1550.7327995281903,11.5305
1,8,37,18200.83065238809,4751.8964457899765,35.3329
1,8,38,15090.173874284696,1641.2396676865828,12.2035
1,8,39,12575.439724884467,-873.4944817136457,-6.4949
1,8,40,12671.61065341167,-777.323553186443,-5.7798
1,8,41,12824.382128357862,-624.5520782402509,-4.6439
1,8,42,17885.95776645812,4437.023559860007,32.9916
1,8,43,12522.405502631182,-926.5287039669311,-6.8892
1,8,44,12614.91839208912,-834.0158145089936,-6.2014
1,8,45,15041.734350196857,1592.8001435987444,11.8433
1,8,46,17583.612798376074,4134.678591777962,30.7435
1,8,47,13932.067466205794,483.1332596076809,3.5924
1,8,48,12358.27764984142,-1090.6565567566922,-8.1096
1,8,49,11554.13878282023,-1894.7954237778831,-14.0888
1,8,50,13338.103878663682,-110.8303279344309,-0.8241
1,8,51,15522.50505153065,2073.5708449325375,15.4181
1,8,52,13198.3392458513,-250.59496074681192,-1.8633
1,8,53,14416.67506524175,967.7408586436377,7.1957
1,8,54,15071.296291544679,1622.362084946566,12.0631
1,8,55,14008.142052321726,559.207845723613,4.158
1,8,56,10895.617855843426,-2553.316350754687,-18.9853
1,8,57,11493.840559274662,-1955.0936473234506,-14.5372
1,8,58,13321.62347739263,-127.31072920548286,-0.9466
1,8,59,14324.623630604738,875.6894240066249,6.5112
1,8,60,13617.059599564798,168.12539296668547,1.2501
1,9,1,6857.41932644709,-172.03436525670259,-2.4473
1,9,2,5527.843555217613,-1501.6101364861788,-21.3617
1,9,3,7465.3556632419895,435.90197153819736,6.2011
1,9,4,7609.220248524947,579.7665568211551,8.2477
1,9,5,7953.096460128265,923.6427684244727,13.1396
1,9,6,7172.917415140006,143.4637234362135,2.0409
1,9,7,6254.060214940649,-775.3934767631436,-11.0306
1,9,8,6235.277497081637,-794.176194622155,-11.2978
1,9,9,6781.589282720745,-247.86440898304681,-3.5261
1,9,10,6893.993870549819,-135.45982115397328,-1.927
1,9,11,6396.369729121921,-633.0839625818708,-9.0062
1,9,12,8538.16176722179,1508.7080755179986,21.4627
1,9,13,8074.573965195135,1045.1202734913431,14.8677
1,9,14,7251.475799997027,222.02210829323485,3.1585
