cost_center_id,gl_account_id,budget
35,12,45108.87790950279
35,13,19870.543363729794
35,14,10483.164772793265
35,15,37358.57591081316
36,1,57933.800502489896
36,2,29313.176040897364
36,3,224167.73778078586
36,4,6626.204644009541
36,5,50149.21028594778
36,6,12735.63379951218
36,7,4159.03922166802
36,8,9906.914333619041
36,9,5784.356142897306
36,10,14532.260864201504
36,11,14344.656388424279
36,12,37118.1398408534
36,13,17045.742891299975
36,14,9572.191970521664
36,15,33009.36910822142
37,1,68549.36230927562
37,2,23856.60406806509
37,3,186948.419696335
37,4,6061.03725537392
37,5,49950.83338125175
37,6,6853.732300589582
37,7,4439.412384473813
37,8,10626.971933714327
37,9,2970.4660581960843
37,10,10258.176232100355
37,11,22388.146852136888
37,12,49419.703432867274
37,13,12003.081806821143
37,14,6285.382737771499
37,15,33370.54224147084
38,1,49978.445562428555
38,2,27106.546368248182
38,3,153931.23366787596
38,4,5135.395620785912
38,5,58881.490479552864
38,6,4631.954390204779
38,7,4508.990974866296
38,8,7006.741115845594
38,9,3879.616290607584
38,10,13918.926231004756
38,11,21300.74580298479
38,12,43543.99148247891
38,13,14329.348194834054
38,14,7983.907072365911
38,15,32504.52691961373
39,1,33214.313500008844
39,2,14132.95891726505
39,3,113532.3327210278
39,4,2735.4898413734586
39,5,48974.628465716065
39,6,6696.93059314277
39,7,2396.0550629635973
39,8,6232.229039226287
39,9,1957.7784879328453
39,10,4816.030287711853
39,11,11086.894101926633
39,12,25784.21640947925
39,13,12384.545648295272
39,14,5664.617895436908
39,15,14056.970460506798
40,1,52132.00165041119
40,2,18359.13709096267
40,3,128223.94262889973
40,4,6008.404047486804
40,5,63554.47768993638
40,6,6418.367052526541
40,7,4610.210952416549
40,8,8396.81616105626
40,9,3129.4767828166823
40,10,9615.670319005088
40,11,18153.497162372325
40,12,56412.956504778274
40,13,13185.166636357348
40,14,9458.88890315918
40,15,17949.177073622006
